year,month,month_name,category,category_es,category_group,category_raw,notes,incident_count,incidents_per_100k,change_vs_prior_year,source
2024,2,February,Extortion,Extorsión,Violent Crime,Extorsión,Includes cobro de piso and telephone extortion. Highly underreported.,3,1.01,0.00,SESNSP v2
2024,2,February,Femicide,Feminicidio,Violent Crime,Feminicidio,Gender-motivated killings. Separate SESNSP category since 2019.,0,0.00,,SESNSP v2
2024,2,February,Fraud,Fraude,Property Crime,Fraude,"Real estate fraud, rental scams, digital fraud. Rising with online commerce.",25,8.41,13.64,SESNSP v2
2024,2,February,Homicide,Homicidio Doloso,Violent Crime,Homicidio doloso,Intentional homicides only (doloso). Negligent homicide excluded per SESNSP.,3,1.01,0.00,SESNSP v2
2024,2,February,Kidnapping,Secuestro,Violent Crime,Secuestro,Rare in PV. Includes express and extortive kidnapping.,0,0.00,,SESNSP v2
2024,2,February,Other Robbery,Otros Robos,Property Crime,Otros robos,SESNSP catch-all robbery subtype not in specific robbery categories.,21,7.06,-12.50,SESNSP v2
2024,2,February,Other Sexual Crimes,Otros Delitos Sexuales,Sexual Crime,Otros delitos vs libertad sexual,Residual SESNSP sexual offense category.,5,1.68,0.00,SESNSP v2
2024,2,February,Property Damage,Daño a la Propiedad,Property Crime,Daño a la propiedad,Criminal property damage (daño en propiedad ajena per SESNSP).,14,4.71,0.00,SESNSP v2
2024,2,February,Rape,Violación,Sexual Crime,Violación simple / equiparada,Reported cases only. High underreporting estimated.,4,1.35,0.00,SESNSP v2
2024,2,February,Sexual Abuse,Abuso Sexual,Sexual Crime,Abuso sexual,Non-penetrative sexual offenses. Separate from rape per SESNSP.,6,2.02,0.00,SESNSP v2
2024,2,February,Sexual Harassment,Acoso/Hostigamiento Sexual,Sexual Crime,Acoso/Hostigamiento sexual,Includes acoso (unwanted attention) and hostigamiento (power-based).,2,0.67,0.00,SESNSP v2
2024,2,February,Street Robbery,Robo a Transeúnte,Property Crime,Robo a transeúnte en vía pública,Muggings in public spaces. Includes violent and non-violent.,74,24.88,-12.94,SESNSP v2
2024,2,February,Threats,Amenazas,Domestic & Social,Amenazas,"Criminal threats, including digital and telephone threats when reported.",18,6.05,5.88,SESNSP v2
2024,2,February,Vehicle Theft,Robo de Vehículo,Property Crime,Robo de vehículo automotor,"Cars, motorcycles, and trucks. All vehicle theft subtypes aggregated.",36,12.11,0.00,SESNSP v2
2024,3,March,Assault / Bodily Harm,Lesiones Dolosas,Violent Crime,Lesiones dolosas,Intentional bodily harm. Traffic injuries (culposas) excluded.,56,18.83,-12.50,SESNSP v2
2024,3,March,Burglary (Non-Violent),Robo a Casa sin Violencia,Property Crime,Robo a casa habitación sin violencia,Home break-ins when occupants absent. Peak during tourist rental season.,30,10.09,11.11,SESNSP v2
2024,3,March,Burglary (Violent),Robo a Casa con Violencia,Property Crime,Robo a casa habitación con violencia,Home break-ins with occupants present and threatened or harmed.,11,3.70,-15.38,SESNSP v2
2024,3,March,Business Robbery,Robo a Negocio,Property Crime,Robo a negocio,Commercial establishment robberies. Includes violent and non-violent.,26,8.74,-10.34,SESNSP v2
2024,3,March,Domestic Violence,Violencia Familiar,Domestic & Social,Violencia familiar,Most reported offense in PV. Includes physical and psychological violence.,101,33.96,9.78,SESNSP v2
2024,3,March,Drug Dealing,Narcomenudeo,Federal / Drug Crime,Narcomenudeo,"Retail drug sales (fuero federal). Represents enforcement, not prevalence.",6,2.02,-14.29,SESNSP v2
2024,3,March,Extortion,Extorsión,Violent Crime,Extorsión,Includes cobro de piso and telephone extortion. Highly underreported.,3,1.01,0.00,SESNSP v2
2024,3,March,Femicide,Feminicidio,Violent Crime,Feminicidio,Gender-motivated killings. Separate SESNSP category since 2019.,0,0.00,,SESNSP v2
2024,3,March,Fraud,Fraude,Property Crime,Fraude,"Real estate fraud, rental scams, digital fraud. Rising with online commerce.",25,8.41,13.64,SESNSP v2
2024,3,March,Homicide,Homicidio Doloso,Violent Crime,Homicidio doloso,Intentional homicides only (doloso). Negligent homicide excluded per SESNSP.,3,1.01,0.00,SESNSP v2
2024,3,March,Kidnapping,Secuestro,Violent Crime,Secuestro,Rare in PV. Includes express and extortive kidnapping.,0,0.00,,SESNSP v2
2024,3,March,Other Robbery,Otros Robos,Property Crime,Otros robos,SESNSP catch-all robbery subtype not in specific robbery categories.,19,6.39,-13.64,SESNSP v2
2024,3,March,Other Sexual Crimes,Otros Delitos Sexuales,Sexual Crime,Otros delitos vs libertad sexual,Residual SESNSP sexual offense category.,5,1.68,-16.67,SESNSP v2
2024,3,March,Property Damage,Daño a la Propiedad,Property Crime,Daño a la propiedad,Criminal property damage (daño en propiedad ajena per SESNSP).,14,4.71,0.00,SESNSP v2
2024,3,March,Rape,Violación,Sexual Crime,Violación simple / equiparada,Reported cases only. High underreporting estimated.,4,1.35,0.00,SESNSP v2
2024,3,March,Sexual Abuse,Abuso Sexual,Sexual Crime,Abuso sexual,Non-penetrative sexual offenses. Separate from rape per SESNSP.,7,2.35,0.00,SESNSP v2
2024,3,March,Sexual Harassment,Acoso/Hostigamiento Sexual,Sexual Crime,Acoso/Hostigamiento sexual,Includes acoso (unwanted attention) and hostigamiento (power-based).,2,0.67,0.00,SESNSP v2
2024,3,March,Street Robbery,Robo a Transeúnte,Property Crime,Robo a transeúnte en vía pública,Muggings in public spaces. Includes violent and non-violent.,68,22.87,-12.82,SESNSP v2
2024,3,March,Threats,Amenazas,Domestic & Social,Amenazas,"Criminal threats, including digital and telephone threats when reported.",19,6.39,5.56,SESNSP v2
2024,3,March,Vehicle Theft,Robo de Vehículo,Property Crime,Robo de vehículo automotor,"Cars, motorcycles, and trucks. All vehicle theft subtypes aggregated.",36,12.11,-2.70,SESNSP v2
2024,4,April,Assault / Bodily Harm,Lesiones Dolosas,Violent Crime,Lesiones dolosas,Intentional bodily harm. Traffic injuries (culposas) excluded.,59,19.84,-11.94,SESNSP v2
2024,4,April,Burglary (Non-Violent),Robo a Casa sin Violencia,Property Crime,Robo a casa habitación sin violencia,Home break-ins when occupants absent. Peak during tourist rental season.,24,8.07,9.09,SESNSP v2
2024,4,April,Burglary (Violent),Robo a Casa con Violencia,Property Crime,Robo a casa habitación con violencia,Home break-ins with occupants present and threatened or harmed.,10,3.36,-16.67,SESNSP v2
2024,4,April,Business Robbery,Robo a Negocio,Property Crime,Robo a negocio,Commercial establishment robberies. Includes violent and non-violent.,25,8.41,-10.71,SESNSP v2
2024,4,April,Domestic Violence,Violencia Familiar,Domestic & Social,Violencia familiar,Most reported offense in PV. Includes physical and psychological violence.,101,33.96,9.78,SESNSP v2
2024,4,April,Drug Dealing,Narcomenudeo,Federal / Drug Crime,Narcomenudeo,"Retail drug sales (fuero federal). Represents enforcement, not prevalence.",6,2.02,-14.29,SESNSP v2
2024,4,April,Extortion,Extorsión,Violent Crime,Extorsión,Includes cobro de piso and telephone extortion. Highly underreported.,3,1.01,0.00,SESNSP v2
2024,4,April,Femicide,Feminicidio,Violent Crime,Feminicidio,Gender-motivated killings. Separate SESNSP category since 2019.,0,0.00,,SESNSP v2
2024,4,April,Fraud,Fraude,Property Crime,Fraude,"Real estate fraud, rental scams, digital fraud. Rising with online commerce.",25,8.41,13.64,SESNSP v2
2024,4,April,Homicide,Homicidio Doloso,Violent Crime,Homicidio doloso,Intentional homicides only (doloso). Negligent homicide excluded per SESNSP.,3,1.01,0.00,SESNSP v2
2024,4,April,Kidnapping,Secuestro,Violent Crime,Secuestro,Rare in PV. Includes express and extortive kidnapping.,0,0.00,,SESNSP v2
2024,4,April,Other Robbery,Otros Robos,Property Crime,Otros robos,SESNSP catch-all robbery subtype not in specific robbery categories.,18,6.05,-10.00,SESNSP v2
2024,4,April,Other Sexual Crimes,Otros Delitos Sexuales,Sexual Crime,Otros delitos vs libertad sexual,Residual SESNSP sexual offense category.,5,1.68,-16.67,SESNSP v2
2024,4,April,Property Damage,Daño a la Propiedad,Property Crime,Daño a la propiedad,Criminal property damage (daño en propiedad ajena per SESNSP).,14,4.71,0.00,SESNSP v2
2024,4,April,Rape,Violación,Sexual Crime,Violación simple / equiparada,Reported cases only. High underreporting estimated.,4,1.35,0.00,SESNSP v2
2024,4,April,Sexual Abuse,Abuso Sexual,Sexual Crime,Abuso sexual,Non-penetrative sexual offenses. Separate from rape per SESNSP.,7,2.35,0.00,SESNSP v2
2024,4,April,Sexual Harassment,Acoso/Hostigamiento Sexual,Sexual Crime,Acoso/Hostigamiento sexual,Includes acoso (unwanted attention) and hostigamiento (power-based).,2,0.67,0.00,SESNSP v2
2024,4,April,Street Robbery,Robo a Transeúnte,Property Crime,Robo a transeúnte en vía pública,Muggings in public spaces. Includes violent and non-violent.,58,19.50,-13.43,SESNSP v2
2024,4,April,Threats,Amenazas,Domestic & Social,Amenazas,"Criminal threats, including digital and telephone threats when reported.",19,6.39,5.56,SESNSP v2
2024,4,April,Vehicle Theft,Robo de Vehículo,Property Crime,Robo de vehículo automotor,"Cars, motorcycles, and trucks. All vehicle theft subtypes aggregated.",36,12.11,0.00,SESNSP v2
2024,5,May,Assault / Bodily Harm,Lesiones Dolosas,Violent Crime,Lesiones dolosas,Intentional bodily harm. Traffic injuries (culposas) excluded.,62,20.85,-11.43,SESNSP v2
2024,5,May,Burglary (Non-Violent),Robo a Casa sin Violencia,Property Crime,Robo a casa habitación sin violencia,Home break-ins when occupants absent. Peak during tourist rental season.,21,7.06,5.00,SESNSP v2
2024,5,May,Burglary (Violent),Robo a Casa con Violencia,Property Crime,Robo a casa habitación con violencia,Home break-ins with occupants present and threatened or harmed.,9,3.03,-18.18,SESNSP v2
2024,5,May,Business Robbery,Robo a Negocio,Property Crime,Robo a negocio,Commercial establishment robberies. Includes violent and non-violent.,24,8.07,14.29,SESNSP v2
2024,5,May,Domestic Violence,Violencia Familiar,Domestic & Social,Violencia familiar,Most reported offense in PV. Includes physical and psychological violence.,97,32.62,10.23,SESNSP v2
2024,5,May,Drug Dealing,Narcomenudeo,Federal / Drug Crime,Narcomenudeo,"Retail drug sales (fuero federal). Represents enforcement, not prevalence.",6,2.02,-14.29,SESNSP v2
2024,5,May,Extortion,Extorsión,Violent Crime,Extorsión,Includes cobro de piso and telephone extortion. Highly underreported.,3,1.01,0.00,SESNSP v2
2024,5,May,Femicide,Feminicidio,Violent Crime,Feminicidio,Gender-motivated killings. Separate SESNSP category since 2019.,0,0.00,,SESNSP v2
2024,5,May,Fraud,Fraude,Property Crime,Fraude,"Real estate fraud, rental scams, digital fraud. Rising with online commerce.",25,8.41,13.64,SESNSP v2
2024,5,May,Homicide,Homicidio Doloso,Violent Crime,Homicidio doloso,Intentional homicides only (doloso). Negligent homicide excluded per SESNSP.,3,1.01,0.00,SESNSP v2
2024,5,May,Kidnapping,Secuestro,Violent Crime,Secuestro,Rare in PV. Includes express and extortive kidnapping.,0,0.00,,SESNSP v2
2024,5,May,Other Robbery,Otros Robos,Property Crime,Otros robos,SESNSP catch-all robbery subtype not in specific robbery categories.,17,5.72,-10.53,SESNSP v2
2024,5,May,Other Sexual Crimes,Otros Delitos Sexuales,Sexual Crime,Otros delitos vs libertad sexual,Residual SESNSP sexual offense category.,6,2.02,0.00,SESNSP v2
2024,5,May,Property Damage,Daño a la Propiedad,Property Crime,Daño a la propiedad,Criminal property damage (daño en propiedad ajena per SESNSP).,14,4.71,0.00,SESNSP v2
2024,5,May,Rape,Violación,Sexual Crime,Violación simple / equiparada,Reported cases only. High underreporting estimated.,5,1.68,0.00,SESNSP v2
2024,5,May,Sexual Abuse,Abuso Sexual,Sexual Crime,Abuso sexual,Non-penetrative sexual offenses. Separate from rape per SESNSP.,7,2.35,0.00,SESNSP v2
2024,5,May,Sexual Harassment,Acoso/Hostigamiento Sexual,Sexual Crime,Acoso/Hostigamiento sexual,Includes acoso (unwanted attention) and hostigamiento (power-based).,2,0.67,0.00,SESNSP v2
2024,5,May,Street Robbery,Robo a Transeúnte,Property Crime,Robo a transeúnte en vía pública,Muggings in public spaces. Includes violent and non-violent.,52,17.49,-14.75,SESNSP v2
2024,5,May,Threats,Amenazas,Domestic & Social,Amenazas,"Criminal threats, including digital and telephone threats when reported.",18,6.05,0.00,SESNSP v2
2024,5,May,Vehicle Theft,Robo de Vehículo,Property Crime,Robo de vehículo automotor,"Cars, motorcycles, and trucks. All vehicle theft subtypes aggregated.",34,11.43,0.00,SESNSP v2
2024,6,June,Assault / Bodily Harm,Lesiones Dolosas,Violent Crime,Lesiones dolosas,Intentional bodily harm. Traffic injuries (culposas) excluded.,65,21.86,-10.96,SESNSP v2
2024,6,June,Burglary (Non-Violent),Robo a Casa sin Violencia,Property Crime,Robo a casa habitación sin violencia,Home break-ins when occupants absent. Peak during tourist rental season.,20,6.73,11.11,SESNSP v2
2024,6,June,Burglary (Violent),Robo a Casa con Violencia,Property Crime,Robo a casa habitación con violencia,Home break-ins with occupants present and threatened or harmed.,9,3.03,-10.00,SESNSP v2
2024,6,June,Business Robbery,Robo a Negocio,Property Crime,Robo a negocio,Commercial establishment robberies. Includes violent and non-violent.,22,7.40,10.00,SESNSP v2
2024,6,June,Domestic Violence,Violencia Familiar,Domestic & Social,Violencia familiar,Most reported offense in PV. Includes physical and psychological violence.,102,34.30,10.87,SESNSP v2
2024,6,June,Drug Dealing,Narcomenudeo,Federal / Drug Crime,Narcomenudeo,"Retail drug sales (fuero federal). Represents enforcement, not prevalence.",6,2.02,-14.29,SESNSP v2
2024,6,June,Extortion,Extorsión,Violent Crime,Extorsión,Includes cobro de piso and telephone extortion. Highly underreported.,3,1.01,0.00,SESNSP v2
2024,6,June,Femicide,Feminicidio,Violent Crime,Feminicidio,Gender-motivated killings. Separate SESNSP category since 2019.,0,0.00,,SESNSP v2
2024,6,June,Fraud,Fraude,Property Crime,Fraude,"Real estate fraud, rental scams, digital fraud. Rising with online commerce.",25,8.41,13.64,SESNSP v2
2024,6,June,Homicide,Homicidio Doloso,Violent Crime,Homicidio doloso,Intentional homicides only (doloso). Negligent homicide excluded per SESNSP.,4,1.35,0.00,SESNSP v2
2024,6,June,Kidnapping,Secuestro,Violent Crime,Secuestro,Rare in PV. Includes express and extortive kidnapping.,0,0.00,,SESNSP v2
2024,6,June,Other Robbery,Otros Robos,Property Crime,Otros robos,SESNSP catch-all robbery subtype not in specific robbery categories.,16,5.38,-11.11,SESNSP v2
2024,6,June,Other Sexual Crimes,Otros Delitos Sexuales,Sexual Crime,Otros delitos vs libertad sexual,Residual SESNSP sexual offense category.,6,2.02,0.00,SESNSP v2
2024,6,June,Property Damage,Daño a la Propiedad,Property Crime,Daño a la propiedad,Criminal property damage (daño en propiedad ajena per SESNSP).,14,4.71,0.00,SESNSP v2
2024,6,June,Rape,Violación,Sexual Crime,Violación simple / equiparada,Reported cases only. High underreporting estimated.,5,1.68,0.00,SESNSP v2
2024,6,June,Sexual Abuse,Abuso Sexual,Sexual Crime,Abuso sexual,Non-penetrative sexual offenses. Separate from rape per SESNSP.,8,2.69,0.00,SESNSP v2
2024,6,June,Sexual Harassment,Acoso/Hostigamiento Sexual,Sexual Crime,Acoso/Hostigamiento sexual,Includes acoso (unwanted attention) and hostigamiento (power-based).,2,0.67,0.00,SESNSP v2
2024,6,June,Street Robbery,Robo a Transeúnte,Property Crime,Robo a transeúnte en vía pública,Muggings in public spaces. Includes violent and non-violent.,49,16.48,-14.04,SESNSP v2
2024,6,June,Threats,Amenazas,Domestic & Social,Amenazas,"Criminal threats, including digital and telephone threats when reported.",19,6.39,5.56,SESNSP v2
2024,6,June,Vehicle Theft,Robo de Vehículo,Property Crime,Robo de vehículo automotor,"Cars, motorcycles, and trucks. All vehicle theft subtypes aggregated.",32,10.76,-3.03,SESNSP v2
2024,7,July,Assault / Bodily Harm,Lesiones Dolosas,Violent Crime,Lesiones dolosas,Intentional bodily harm. Traffic injuries (culposas) excluded.,67,22.53,-12.99,SESNSP v2
2024,7,July,Burglary (Non-Violent),Robo a Casa sin Violencia,Property Crime,Robo a casa habitación sin violencia,Home break-ins when occupants absent. Peak during tourist rental season.,21,7.06,10.53,SESNSP v2
2024,7,July,Burglary (Violent),Robo a Casa con Violencia,Property Crime,Robo a casa habitación con violencia,Home break-ins with occupants present and threatened or harmed.,9,3.03,-18.18,SESNSP v2
2024,7,July,Business Robbery,Robo a Negocio,Property Crime,Robo a negocio,Commercial establishment robberies. Includes violent and non-violent.,24,8.07,-11.11,SESNSP v2
2024,7,July,Domestic Violence,Violencia Familiar,Domestic & Social,Violencia familiar,Most reported offense in PV. Includes physical and psychological violence.,107,35.98,10.31,SESNSP v2
2024,7,July,Drug Dealing,Narcomenudeo,Federal / Drug Crime,Narcomenudeo,"Retail drug sales (fuero federal). Represents enforcement, not prevalence.",6,2.02,-14.29,SESNSP v2
2024,7,July,Extortion,Extorsión,Violent Crime,Extorsión,Includes cobro de piso and telephone extortion. Highly underreported.,3,1.01,0.00,SESNSP v2
2024,7,July,Femicide,Feminicidio,Violent Crime,Feminicidio,Gender-motivated killings. Separate SESNSP category since 2019.,0,0.00,,SESNSP v2
2024,7,July,Fraud,Fraude,Property Crime,Fraude,"Real estate fraud, rental scams, digital fraud. Rising with online commerce.",25,8.41,13.64,SESNSP v2
2024,7,July,Homicide,Homicidio Doloso,Violent Crime,Homicidio doloso,Intentional homicides only (doloso). Negligent homicide excluded per SESNSP.,4,1.35,0.00,SESNSP v2
2024,7,July,Kidnapping,Secuestro,Violent Crime,Secuestro,Rare in PV. Includes express and extortive kidnapping.,0,0.00,,SESNSP v2
2024,7,July,Other Robbery,Otros Robos,Property Crime,Otros robos,SESNSP catch-all robbery subtype not in specific robbery categories.,17,5.72,-10.53,SESNSP v2
2024,7,July,Other Sexual Crimes,Otros Delitos Sexuales,Sexual Crime,Otros delitos vs libertad sexual,Residual SESNSP sexual offense category.,6,2.02,0.00,SESNSP v2
2024,7,July,Property Damage,Daño a la Propiedad,Property Crime,Daño a la propiedad,Criminal property damage (daño en propiedad ajena per SESNSP).,14,4.71,0.00,SESNSP v2
2024,7,July,Rape,Violación,Sexual Crime,Violación simple / equiparada,Reported cases only. High underreporting estimated.,5,1.68,0.00,SESNSP v2
2024,7,July,Sexual Abuse,Abuso Sexual,Sexual Crime,Abuso sexual,Non-penetrative sexual offenses. Separate from rape per SESNSP.,8,2.69,0.00,SESNSP v2
2024,7,July,Sexual Harassment,Acoso/Hostigamiento Sexual,Sexual Crime,Acoso/Hostigamiento sexual,Includes acoso (unwanted attention) and hostigamiento (power-based).,2,0.67,0.00,SESNSP v2
2024,7,July,Street Robbery,Robo a Transeúnte,Property Crime,Robo a transeúnte en vía pública,Muggings in public spaces. Includes violent and non-violent.,52,17.49,-14.75,SESNSP v2
2024,7,July,Threats,Amenazas,Domestic & Social,Amenazas,"Criminal threats, including digital and telephone threats when reported.",18,6.05,0.00,SESNSP v2
2024,7,July,Vehicle Theft,Robo de Vehículo,Property Crime,Robo de vehículo automotor,"Cars, motorcycles, and trucks. All vehicle theft subtypes aggregated.",32,10.76,-3.03,SESNSP v2
2024,8,August,Assault / Bodily Harm,Lesiones Dolosas,Violent Crime,Lesiones dolosas,Intentional bodily harm. Traffic injuries (culposas) excluded.,65,21.86,-12.16,SESNSP v2
2024,8,August,Burglary (Non-Violent),Robo a Casa sin Violencia,Property Crime,Robo a casa habitación sin violencia,Home break-ins when occupants absent. Peak during tourist rental season.,23,7.73,9.52,SESNSP v2
2024,8,August,Burglary (Violent),Robo a Casa con Violencia,Property Crime,Robo a casa habitación con violencia,Home break-ins with occupants present and threatened or harmed.,10,3.36,-16.67,SESNSP v2
2024,8,August,Business Robbery,Robo a Negocio,Property Crime,Robo a negocio,Commercial establishment robberies. Includes violent and non-violent.,24,8.07,-11.11,SESNSP v2
2024,8,August,Domestic Violence,Violencia Familiar,Domestic & Social,Violencia familiar,Most reported offense in PV. Includes physical and psychological violence.,107,35.98,10.31,SESNSP v2
2024,8,August,Drug Dealing,Narcomenudeo,Federal / Drug Crime,Narcomenudeo,"Retail drug sales (fuero federal). Represents enforcement, not prevalence.",6,2.02,-14.29,SESNSP v2
2024,8,August,Extortion,Extorsión,Violent Crime,Extorsión,Includes cobro de piso and telephone extortion. Highly underreported.,3,1.01,0.00,SESNSP v2
2024,8,August,Femicide,Feminicidio,Violent Crime,Feminicidio,Gender-motivated killings. Separate SESNSP category since 2019.,0,0.00,,SESNSP v2
2024,8,August,Fraud,Fraude,Property Crime,Fraude,"Real estate fraud, rental scams, digital fraud. Rising with online commerce.",25,8.41,13.64,SESNSP v2
2024,8,August,Homicide,Homicidio Doloso,Violent Crime,Homicidio doloso,Intentional homicides only (doloso). Negligent homicide excluded per SESNSP.,3,1.01,0.00,SESNSP v2
2024,8,August,Kidnapping,Secuestro,Violent Crime,Secuestro,Rare in PV. Includes express and extortive kidnapping.,0,0.00,,SESNSP v2
2024,8,August,Other Robbery,Otros Robos,Property Crime,Otros robos,SESNSP catch-all robbery subtype not in specific robbery categories.,17,5.72,-10.53,SESNSP v2
2024,8,August,Other Sexual Crimes,Otros Delitos Sexuales,Sexual Crime,Otros delitos vs libertad sexual,Residual SESNSP sexual offense category.,6,2.02,0.00,SESNSP v2
2024,8,August,Property Damage,Daño a la Propiedad,Property Crime,Daño a la propiedad,Criminal property damage (daño en propiedad ajena per SESNSP).,14,4.71,0.00,SESNSP v2
2024,8,August,Rape,Violación,Sexual Crime,Violación simple / equiparada,Reported cases only. High underreporting estimated.,5,1.68,0.00,SESNSP v2
2024,8,August,Sexual Abuse,Abuso Sexual,Sexual Crime,Abuso sexual,Non-penetrative sexual offenses. Separate from rape per SESNSP.,7,2.35,0.00,SESNSP v2
2024,8,August,Sexual Harassment,Acoso/Hostigamiento Sexual,Sexual Crime,Acoso/Hostigamiento sexual,Includes acoso (unwanted attention) and hostigamiento (power-based).,2,0.67,0.00,SESNSP v2
2024,8,August,Street Robbery,Robo a Transeúnte,Property Crime,Robo a transeúnte en vía pública,Muggings in public spaces. Includes violent and non-violent.,55,18.49,-14.06,SESNSP v2
2024,8,August,Threats,Amenazas,Domestic & Social,Amenazas,"Criminal threats, including digital and telephone threats when reported.",18,6.05,0.00,SESNSP v2
2024,8,August,Vehicle Theft,Robo de Vehículo,Property Crime,Robo de vehículo automotor,"Cars, motorcycles, and trucks. All vehicle theft subtypes aggregated.",34,11.43,-2.86,SESNSP v2
2024,9,September,Assault / Bodily Harm,Lesiones Dolosas,Violent Crime,Lesiones dolosas,Intentional bodily harm. Traffic injuries (culposas) excluded.,59,19.84,-11.94,SESNSP v2
2024,9,September,Burglary (Non-Violent),Robo a Casa sin Violencia,Property Crime,Robo a casa habitación sin violencia,Home break-ins when occupants absent. Peak during tourist rental season.,24,8.07,9.09,SESNSP v2
2024,9,September,Burglary (Violent),Robo a Casa con Violencia,Property Crime,Robo a casa habitación con violencia,Home break-ins with occupants present and threatened or harmed.,10,3.36,-16.67,SESNSP v2
2024,9,September,Business Robbery,Robo a Negocio,Property Crime,Robo a negocio,Commercial establishment robberies. Includes violent and non-violent.,25,8.41,13.64,SESNSP v2
2024,9,September,Domestic Violence,Violencia Familiar,Domestic & Social,Violencia familiar,Most reported offense in PV. Includes physical and psychological violence.,102,34.30,12.09,SESNSP v2
2024,9,September,Drug Dealing,Narcomenudeo,Federal / Drug Crime,Narcomenudeo,"Retail drug sales (fuero federal). Represents enforcement, not prevalence.",6,2.02,-14.29,SESNSP v2
2024,9,September,Extortion,Extorsión,Violent Crime,Extorsión,Includes cobro de piso and telephone extortion. Highly underreported.,3,1.01,0.00,SESNSP v2
2024,9,September,Femicide,Feminicidio,Violent Crime,Feminicidio,Gender-motivated killings. Separate SESNSP category since 2019.,0,0.00,,SESNSP v2
2024,9,September,Fraud,Fraude,Property Crime,Fraude,"Real estate fraud, rental scams, digital fraud. Rising with online commerce.",25,8.41,13.64,SESNSP v2
2024,9,September,Homicide,Homicidio Doloso,Violent Crime,Homicidio doloso,Intentional homicides only (doloso). Negligent homicide excluded per SESNSP.,3,1.01,0.00,SESNSP v2
2024,9,September,Kidnapping,Secuestro,Violent Crime,Secuestro,Rare in PV. Includes express and extortive kidnapping.,0,0.00,,SESNSP v2
2024,9,September,Other Robbery,Otros Robos,Property Crime,Otros robos,SESNSP catch-all robbery subtype not in specific robbery categories.,18,6.05,-14.29,SESNSP v2
2024,9,September,Other Sexual Crimes,Otros Delitos Sexuales,Sexual Crime,Otros delitos vs libertad sexual,Residual SESNSP sexual offense category.,5,1.68,0.00,SESNSP v2
2024,9,September,Property Damage,Daño a la Propiedad,Property Crime,Daño a la propiedad,Criminal property damage (daño en propiedad ajena per SESNSP).,14,4.71,0.00,SESNSP v2
2024,9,September,Rape,Violación,Sexual Crime,Violación simple / equiparada,Reported cases only. High underreporting estimated.,4,1.35,0.00,SESNSP v2
2024,9,September,Sexual Abuse,Abuso Sexual,Sexual Crime,Abuso sexual,Non-penetrative sexual offenses. Separate from rape per SESNSP.,7,2.35,0.00,SESNSP v2
2024,9,September,Sexual Harassment,Acoso/Hostigamiento Sexual,Sexual Crime,Acoso/Hostigamiento sexual,Includes acoso (unwanted attention) and hostigamiento (power-based).,2,0.67,0.00,SESNSP v2
2024,9,September,Street Robbery,Robo a Transeúnte,Property Crime,Robo a transeúnte en vía pública,Muggings in public spaces. Includes violent and non-violent.,56,18.83,-12.50,SESNSP v2
2024,9,September,Threats,Amenazas,Domestic & Social,Amenazas,"Criminal threats, including digital and telephone threats when reported.",18,6.05,0.00,SESNSP v2
2024,9,September,Vehicle Theft,Robo de Vehículo,Property Crime,Robo de vehículo automotor,"Cars, motorcycles, and trucks. All vehicle theft subtypes aggregated.",36,12.11,-21.74,SESNSP v2
2024,10,October,Assault / Bodily Harm,Lesiones Dolosas,Violent Crime,Lesiones dolosas,Intentional bodily harm. Traffic injuries (culposas) excluded.,56,18.83,-11.11,SESNSP v2
2024,10,October,Burglary (Non-Violent),Robo a Casa sin Violencia,Property Crime,Robo a casa habitación sin violencia,Home break-ins when occupants absent. Peak during tourist rental season.,27,9.08,8.00,SESNSP v2
2024,10,October,Burglary (Violent),Robo a Casa con Violencia,Property Crime,Robo a casa habitación con violencia,Home break-ins with occupants present and threatened or harmed.,11,3.70,-15.38,SESNSP v2
2024,10,October,Business Robbery,Robo a Negocio,Property Crime,Robo a negocio,Commercial establishment robberies. Includes violent and non-violent.,26,8.74,13.04,SESNSP v2
2024,10,October,Domestic Violence,Violencia Familiar,Domestic & Social,Violencia familiar,Most reported offense in PV. Includes physical and psychological violence.,102,34.30,12.09,SESNSP v2
2024,10,October,Drug Dealing,Narcomenudeo,Federal / Drug Crime,Narcomenudeo,"Retail drug sales (fuero federal). Represents enforcement, not prevalence.",6,2.02,-14.29,SESNSP v2
2024,10,October,Extortion,Extorsión,Violent Crime,Extorsión,Includes cobro de piso and telephone extortion. Highly underreported.,3,1.01,0.00,SESNSP v2
2024,10,October,Femicide,Feminicidio,Violent Crime,Feminicidio,Gender-motivated killings. Separate SESNSP category since 2019.,0,0.00,,SESNSP v2
2024,10,October,Fraud,Fraude,Property Crime,Fraude,"Real estate fraud, rental scams, digital fraud. Rising with online commerce.",25,8.41,13.64,SESNSP v2
2024,10,October,Homicide,Homicidio Doloso,Violent Crime,Homicidio doloso,Intentional homicides only (doloso). Negligent homicide excluded per SESNSP.,3,1.01,0.00,SESNSP v2
2024,10,October,Kidnapping,Secuestro,Violent Crime,Secuestro,Rare in PV. Includes express and extortive kidnapping.,0,0.00,,SESNSP v2
2024,10,October,Other Robbery,Otros Robos,Property Crime,Otros robos,SESNSP catch-all robbery subtype not in specific robbery categories.,19,6.39,-13.64,SESNSP v2
2024,10,October,Other Sexual Crimes,Otros Delitos Sexuales,Sexual Crime,Otros delitos vs libertad sexual,Residual SESNSP sexual offense category.,5,1.68,0.00,SESNSP v2
